track_number,title,lyrics
,Era um Garoto que como Eu Amava os Beatles e os Rolling Stones,"10 Contributors
Era um Garoto que como Eu Amava os Beatles e os Rolling Stones Lyrics
Indiscutivelmente o maior sucesso dos Engenheiros do Hawaii, a música é uma releitura de “C'era un ragazzo che come me amava i Beatles e i Rolling Stones by Gianni Morandi,” anteriormente gravada nos anos 60…
Read More
[Letra de ""Era um Garoto que como Eu Amava os Beatles e os Rolling Stones""]
[Verso 1]
Era um garoto que como eu amava os Beatles e os Rolling Stones
Girava o mundo, sempre a cantar as coisas lindas da América
Não era belo mas, mesmo assim, havia mil garotas a fim
Cantava ""Help"" and ""Ticket to Ride,"" oh, ""Lady Jane,"" ""Yesterday""
Cantava viva à liberdade, mas uma carta, sem esperar
Da sua guitarra o separou, fora chamado na América
Stop com Rolling Stones, stop com Beatles' songs
Mandado, foi ao Vietnã lutar com vietcongs
[Refrão]
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá
[Verso 2]
Era um garoto que como eu amava os Beatles e os Rolling Stones
Girava o mundo, mas acabou fazendo a guerra do Vietnã
Cabelos longos não usa mais, não toca a sua guitarra e sim
Um instrumento que sempre dá a mesma nota, ra-tá-tá-tá
Não tem amigos, não vê garotas, só gente morta caindo ao chão
Ao seu país não voltará, pois está morto no Vietnã
Stop com Rolling Stones, stop com Beatles' songs
No peito um coração não há, mas duas medalhas sim
[Refrão]
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá
[Solo de Guitarra]
Brasil! Brasil! Brasil!
[Refrão]
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, tá-tá, tá-tá, tá
Tá-tá, tá-tá, tá, ra-tá-tá-tá
Ra-tá-tá-tá"
,Era um Garoto que como Eu Amava os Beatles e os Rolling Stones [Acústico MTV],"1 Contributor
Era um Garoto que como Eu Amava os Beatles e os Rolling Stones [Acústico MTV] Lyrics
[Letra da versão acústica de ""Era um Garoto que como Eu Amava os Beatles e os Rolling Stones""]
[Verso 1]
Era um garoto que como eu amava os Beatles e os Rolling Stones
Girava o mundo, sempre a cantar as coisas lindas da América
Não era belo, mas, mesmo assim, havia uma garota a fim
Cantava ""Help"" n' ""Ticket to Ride,"" oh, ""Lady Jane,"" ""Yesterday""
Cantava vivas à liberdade, mas uma carta sem esperar
Da sua guitarra o separou fora chamado na América
Stop! Com Rolling Stones, stop! Com Beatles' songs
Mandado, foi ao Vietnã lutar com vietcongs
[Refrão]
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, tatá-tá-rá-tá
[Verso 2]
Era um garoto que como eu amava os Beatles e os Rolling Stones
Girava o mundo, mas acabou fazendo a guerra do Vietnã
Cabelos longos não usa mais, não toca a sua guitarra e sim
Um instrumento que sempre dá a mesma nota ra-tá-tá-tá
Não tem amigos, não vê garotas, só gente morta caída ao chão
Ao seu país não voltará, pois está morto no Vietnã
Stop! Com Rolling Stones, stop! Com Beatles' songs
No peito um coração não há, mas duas medalhas sim
[Refrão]
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, ra-tá-tá tá-tá"
,Era um Garoto que como Eu Amava os Beatles e os Rolling Stones [Ao Vivo 10.000 Destinos],"1 Contributor
Era um Garoto que como Eu Amava os Beatles e os Rolling Stones [Ao Vivo 10.000 Destinos] Lyrics
[Letra da versão ao vivo de ""Era um Garoto que como Eu Amava os Beatles e os Rolling Stones""]
[Verso]
Era um garoto que como eu amava os Beatles e os Rolling Stones
Girava o mundo, sempre a cantar as coisas lindas da América
Não era belo, mas, mesmo assim, havia uma garota a fim
Cantava ""Help"" n' ""Ticket to Ride,"" oh, ""Lady Jane,"" ""Yesterday""
Cantava vivas à liberdade, mas uma carta sem esperar
Da sua guitarra o separou fora chamado na América
Stop! Com Rolling Stones, stop! Com Beatles' songs
Mandado, foi ao Vietnã lutar com vietcongs
Era um garoto que como eu amava os Beatles e os Rolling Stones
Girava o mundo, mas acabou fazendo a guerra do Vietnã
Cabelos longos não usa mais, não, ele não toca a sua guitarra e sim
Um instrumento que sempre dá a mesma nota ra-tá-tá-tá
Não tem amigos, não vê garotas, só gente morta caindo ao chão
Ao seu país não voltará, pois está morto no Vietnã
Stop! Com Rolling Stones, stop! Com Beatles' songs
No peito um coração não há, mas duas medalhas sim
[Refrão]
Tátá-tá-rá-tá, tatá-tá-rá-tá
(Tátá-tá-rá-tá, tatá-tá-rá-tá)
(Tátá-tá-rá-tá, tatá-tá-rá-tá)
(Tátá-tá-rá-tá)
Tátá-tá-rá-tá, tatá-tá-rá-tá
(Tátá-tá-rá-tá, tatá-tá-rá-tá)
(Tátá-tá-rá-tá, tatá-tá-rá-tá)
(Tátá-tá-rá-tá)
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, tatá-tá-rá-tá
Tátá-tá-rá-tá, ra-tá-tá-tá, ra-tá-tá-tá"
,Esportes Radicais,"2 Contributors
Esportes Radicais Lyrics
[Letra de ""Esportes Radicais""]
[Verso]
Preso no trânsito de astros imóveis
Faço as contas na ponta do lápis
E nada faz sentido, nada faz sentido
Adrenalina é uma menina dormindo, dançando em silêncio imaginando um reggae
Cansei de alimentar os motores, agora quero freios e airbag
Pois nada faz sentido, nada faz sentido
Se capricórnio fosse câncer, se Califórnia fosse França
A rampa que lança o skate ao céu seria nosso chão
180, 360, 540 graus
Girando, esquentando só pra ver até quando o motor aguenta o caos
[Refrão]
Não vou ficar parado, não vou passar batido
Se nada faz sentido, há muito que fazer
Não vou ficar parado, não vou passar batido
Se nada faz sentido, há muito que fazer
[Ponte]
Não há alternativa, é a única opção
Unir o otimismo da vontade e o pessimismo da razão
Contra toda expectativa, contra qualquer previsão
Há um ponto de partida, há um ponto de união:
Sentir com inteligência, pensar com emoção
[Solo de Guitarra]
[Refrão]
Não vou ficar parado, não vou passar batido
Se nada faz sentido, há muito que fazer
Se nada faz sentido, há muito que fazer
Se nada faz sentido"
,E-Stória,"2 Contributors
E-Stória Lyrics
A música foi escrita após uma troca de e-mails com o ex-bateirista do Engenheiros do Hawaii, Carlos Maltz. Depois dos dois passarem anos sem se falar, Gessinger afirmou que recebia diversos e-mails que diziam…
Read More
[Letra de ""E-Stória"" com Carloz Maltz]
[Verso 1: Humberto Gessinger &
Carlos Maltz
]
Cara, tu não vai nem acreditar, continuo mergulhando sem saber nadar
E, cara, 'cê não vai acreditar, mas eu tô plantando manga na margem do Paranoá
Não acredito, cara, quer trocar de lugar? Às vezes fico a fim de mandar tudo pro espaço
Calma aí, maninho, tô voltando pro pedaço, se isso não der samba, pelo menos dá um abraço
[Refrão: Humberto Gessinger]
Agora, agora, virando as voltas que essa vida dá
Agora, agora, surfando Karmas e DNA
[Verso 2: Humberto Gessinger &
Carlos Maltz
]
Cara, tu não vai nem acreditar, aqui em Porto Alegre anda tudo ZH
E, cara, 'cê não vai acreditar, aqui em Brasília ainda tem gente que gosta de trabalhar
Cara, tu não vai nem acreditar, andei pensando no futuro com ortomolecular
Legal, mano, também vou experimentar, mas se a coisa ficar preta o negócio é aquele chá
Cara, tu não vai nem acreditar, tava pensando mesmo nisso antes de conectar
[Refrão: Humberto Gessinger]
Agora, agora, virando as voltas que essa vida dá
Agora, agora, surfando Karmas e DNA
[Ponte: Humberto Gessinger &
Carlos Maltz
]
Adriane e Clara mandam beijos pra vocês, coisas que não cabem nos encartes dos CDs
Talvez no final do ano ou talvez no final do mês, dou um pulo em Porto Alegre, Silva Jardim, 433
Cara, tu não vai nem acreditar (Nem acreditar, nem acreditar)
Cara, tu não vai nem acreditar (Acreditar)
Master de TC, Flap de SP2
Nós dois a pé na Carlos Gomes, camburão pintou depois
(
Jogam bombas em Nova Iorque, jogam bombas em Cabul
Como se jogassem a lata fora depois de beber um Red Bull
)
Crepe de banana, advogados de Havana
Não pergunte quem foi Ana, nem o que é ""Trottoir""
[Refrão: Humberto Gessinger]
Agora, agora, virando as voltas que essa vida dá
Agora, agora, surfando Karmas e DNA
Agora, agora, virando as voltas que essa vida dá
O passado já foi, o futuro virá, surfando Karmas e DNA
Virando e-Stória, e-Stórias
Virando e-Stória, e-Stórias
[Saída: Carlos Maltz]
Rosana chegou, o futuro verá"
,Eu Ligo pra Você,"4 Contributors
Eu Ligo pra Você Lyrics
“Eu Ligo pra Você” usa o fascínio romântico como metáfora para falar da alienação em relação aos meios de comunicação. A vida não aparece na mídia, e o objeto do desejo mobiliza o eu lírico a se afastar da…
Read More
[Letra de ""Eu Ligo pra Você""]
[Verso 1]
Eu vivia esperando a vida aparecer no Jornal Nacional
Com o olhar preso no vídeo, eu esperava o suicídio de algum boçal
Você apareceu e disse, ""Cara, eu prefiro outros canais""
Você apareceu com sua cara em todos os comerciais
Eu vivia esperando a vida aparecer no Jornal Nacional
Com o olhar preso no vídeo, eu esperava o suicídio de algum boçal
Você apareceu e disse, ""Cara, eu prefiro outros canais""
Você apareceu com sua cara em todos os comerciais
[Refrão]
E eu ligo a TV, desligo a TV e ligo pra você
Eu digo que consigo, mas não consigo te esquecer
Eu ligo a TV, desligo a TV e ligo pra você
Eu digo que consigo, mas não consigo te esquecer, wow
[Verso 2]
Você aparecia em filmes classe C, em filmes tão banais
Você aparecia e desaparecia e eu já não te via mais
Eu te perseguia, mexendo na antena, mudando o canal
Mas você sempre fugia, não sentia pena, me deixava muito mal
Você aparecia em filmes classe C, em filmes tão banais
Você aparecia e desaparecia e eu já não te via mais
Eu te perseguia, mexendo na antena, mudando o canal
Eu te perseguia, você não tinha pena, me deixava muito mal
[Refrão]
Eu ligo a TV, desligo a TV e ligo pra você
Eu digo que consigo, mas não consigo te esquecer
Eu ligo a TV, desligo a TV e ligo pra você
Eu digo que consigo, mas não consigo te esquecer, wow, wow
[Saída]
Ah, eu preciso te ver, eu preciso te ver
Eu preciso do teu sorriso, você sabe que eu preciso
Eu preciso te ver, eu preciso te ver
Eu preciso do teu sorriso, você sabe que eu preciso
Eu preciso te ver, eu preciso te ver
Eu preciso do teu sorriso, você sabe que eu preciso, ah
Preciso te ver, eu preciso te ver"
,Eu Que Não Amo Você,"1 Contributor
Eu Que Não Amo Você Lyrics
[Letra de ""Eu Que Não Amo Você""]
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
[Verso 1]
Senti saudade, vontade de voltar
Fazer a coisa certa, aqui é o meu lugar
Mas sabe como é difícil encontrar
A palavra certa, a hora certa de voltar
A porta aberta, a hora certa de chegar
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
Eu que não bebo pedi um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair
[Verso 2]
O certo é que eu dancei sem querer dançar
E agora já nem sei qual é o meu lugar
Dia e noite sem parar procurei sem encontrar
A palavra certa, a hora certa de voltar
A porta aberta, a hora certa de chegar
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
Eu que não bebo pedi um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair
[Ponte]
Eu que não fumo queria um cigarro, eu que não amo você
[Solo de Guitarra]
[Refrão]
Eu que não fumo pedi um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
Eu que não bebo queria um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair"
,Eu Que Não Amo Você [10.000 Destinos],"1 Contributor
Eu Que Não Amo Você [10.000 Destinos] Lyrics
[Letra de ""Eu Que Não Amo Você""]
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
[Verso 1]
Senti saudade, vontade de voltar
Fazer a coisa certa, aqui é o meu lugar
Mas sabe como é difícil encontrar
A palavra certa, a hora certa de voltar
A porta aberta, a hora certa de chegar
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
Eu que não bebo pedi um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair
[Verso 2]
O certo é que eu dancei sem querer dançar
E agora já nem sei qual é o meu lugar
Dia e noite sem parar procurei sem encontrar
A palavra certa, a hora certa de voltar
A porta aberta, a hora certa de chegar
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
Eu que não bebo pedi um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair
[Ponte]
Eu que não fumo queria um cigarro, eu que não amo você
[Solo de Guitarra]
[Refrão]
Eu que não fumo pedi um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
Eu que não bebo queria um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair"
,Eu Que Não Amo Você [Acústico MTV],"1 Contributor
Eu Que Não Amo Você [Acústico MTV] Lyrics
[Letra da versão acústica de ""Eu Que Não Amo Você""]
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
Eu que não bebo pedi um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair
[Verso 1]
Senti saudade, vontade de voltar
Fazer a coisa certa, aqui é o meu lugar
Mas sabe como é difícil encontrar
A palavra certa, a hora certa de voltar
A porta aberta, a hora certa de chegar
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
E eu que não bebo pedi um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair
[Verso 2]
O certo é que eu dancei sem querer dançar
E agora já nem sei qual é o meu lugar
Dia e noite sem parar, eu procurei sem encontrar
A palavra certa, a hora certa de voltar
A porta aberta, a hora certa de chegar
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
E eu que não bebo pedi um conhaque pra enfrentar o inverno
Que entra pela porta que você deixou aberta ao sair
[Solo de Violão]
[Refrão]
Eu que não fumo queria um cigarro, eu que não amo você
Envelheci dez anos ou mais nesse último mês
E eu que não bebo pedi um conhaque pra enfrentar o inverno
(Que entra pela porta que você deixou aberta ao sair)"
,Faz de Conta,"1 Contributor
Faz de Conta Lyrics
[Letra de ""Faz de Conta""]
[Verso 1]
Era claro, espelho d'água
Perfeição que a pedra destruiu
Uma onda, mais uma onda
Outras ondas e já não tem fim
Agora é centro do movimento
A qualquer momento pode transbordar
[Refrão]
Quando a pedra caiu na água
Quando o espelho foi ao chão
Quem estava ao teu lado?
Quem estava com a razão?
A pedra afundou
A onda inundou
Faz de conta que eu fui mais legal
Faz de conta que eu fui mais legal
[Verso 2]
Malas prontas de hoje em diante
Mais distante talvez, menos mal
Desencanto na garganta
Faz de conta que eu fui mais legal
[Refrão]
Quando a pedra caiu na água
Quando o espelho foi ao chão
Quem estava ao teu lado?
Quem estava com a razão?
A pedra afundou
A onda inundou
Faz de conta que eu fui mais legal
Faz de conta que eu fui mais legal"
